client_code,name,product,status,city,date,category,amount,currency
7,Руслан,Премиальная карта,вип,Алматы,2025-08-08 09:15:46,Такси,3711.32,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-09 09:15:16,Такси,4318.33,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-09 12:30:01,Смотрим дома,4574.77,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-09 12:50:19,Кино,8769.02,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-09 14:20:59,Кино,5148.4,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-09 17:40:55,Играем дома,7032.43,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-09 19:00:40,Кафе и рестораны,9055.1,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-09 21:10:39,Такси,4608.19,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-09 21:30:35,Кафе и рестораны,5002.83,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-11 09:15:26,Такси,5349.23,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-11 12:10:48,Продукты питания,12791.27,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-11 15:30:18,Едим дома,3361.86,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-11 21:50:54,Играем дома,4098.76,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-12 09:15:14,Такси,3168.27,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-12 10:30:12,Такси,6098.89,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-12 11:00:09,Кино,4205.25,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-12 17:50:42,Смотрим дома,3101.05,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-12 18:30:43,АЗС,32591.98,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-13 12:10:28,Продукты питания,8336.62,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-13 14:40:57,Кино,6703.93,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-13 18:30:29,АЗС,25213.51,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-14 11:50:34,Играем дома,4156.87,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-14 13:50:01,Кино,4308.94,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-14 14:30:30,Едим дома,6114.44,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-14 19:00:10,Кафе и рестораны,8391.0,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-15 08:00:55,Кафе и рестораны,4955.99,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-15 17:25:59,Косметика и Парфюмерия,17012.22,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-16 12:10:08,Продукты питания,8845.9,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-16 14:50:52,Играем дома,4971.33,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-16 17:50:27,Смотрим дома,6745.63,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-17 08:30:18,Кафе и рестораны,5633.57,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-17 09:15:37,Такси,4631.26,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-18 08:20:39,Кафе и рестораны,10690.23,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-18 11:40:33,Кафе и рестораны,5700.16,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-18 12:10:16,Продукты питания,10057.53,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-18 17:25:20,Косметика и Парфюмерия,13345.25,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-18 20:40:12,Такси,4033.09,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-19 11:10:21,Едим дома,4070.21,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-19 19:00:50,Кафе и рестораны,9938.65,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-19 20:40:24,Играем дома,6857.03,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-22 11:10:51,Играем дома,5381.29,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-22 12:10:16,Продукты питания,23983.04,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-23 12:10:54,Продукты питания,10995.4,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-23 15:10:55,Кафе и рестораны,4421.1,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-23 16:30:47,Кино,6198.39,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-23 16:50:53,Играем дома,3733.2,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-23 17:10:37,Едим дома,4469.12,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-23 17:50:40,Кино,4961.1,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-23 18:30:43,АЗС,20259.71,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-24 08:30:30,Кино,4176.71,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-24 12:10:59,Продукты питания,12659.12,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-25 13:30:59,Смотрим дома,5593.1,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-25 17:25:11,Косметика и Парфюмерия,18666.67,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-25 19:00:52,Кафе и рестораны,6515.76,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-26 09:20:43,Кафе и рестораны,5793.28,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-26 12:10:47,Продукты питания,14249.43,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-26 17:50:34,Кафе и рестораны,2866.82,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-26 18:40:13,Кино,3882.31,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-26 19:00:13,Кафе и рестораны,12870.75,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-26 19:50:48,Играем дома,5715.85,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-27 09:30:25,Такси,7662.98,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-27 12:20:28,Смотрим дома,4207.88,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-27 18:30:45,АЗС,15740.16,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-28 12:00:59,Кино,5088.43,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-28 12:10:04,Продукты питания,11183.39,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-28 19:00:58,Кафе и рестораны,4751.57,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-29 09:15:31,Такси,4366.7,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-29 09:30:25,Кино,4620.82,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-29 09:30:51,Играем дома,5211.26,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-29 12:10:20,Продукты питания,20749.27,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-29 17:25:17,Косметика и Парфюмерия,16282.38,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-29 19:00:24,Кафе и рестораны,4887.04,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-29 20:30:57,Едим дома,3213.7,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-30 10:00:42,Играем дома,6467.06,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-30 17:25:18,Косметика и Парфюмерия,4268.6,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-30 19:00:31,Кафе и рестораны,15078.54,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-30 19:10:27,Играем дома,7675.76,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-30 19:30:23,Такси,3359.11,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-08-30 21:00:35,Кино,5405.05,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-01 08:10:27,Такси,7226.08,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-01 12:10:46,Продукты питания,15364.37,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-02 08:40:24,Играем дома,5704.82,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-02 19:00:01,Кафе и рестораны,11695.35,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-03 18:30:44,АЗС,19710.62,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-03 19:20:25,Играем дома,5819.39,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-03 19:50:37,Кино,2614.89,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-04 09:15:28,Такси,5847.92,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-04 12:10:28,Продукты питания,12549.12,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-04 19:00:57,Кафе и рестораны,19713.78,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-05 09:15:35,Такси,4969.51,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-05 10:20:04,Смотрим дома,4527.79,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-05 10:20:32,Кафе и рестораны,4554.65,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-05 10:20:54,Смотрим дома,6745.21,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-07 17:25:18,Косметика и Парфюмерия,9335.1,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-08 09:15:57,Такси,1997.31,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-08 10:20:00,Едим дома,7757.04,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-08 13:40:36,Играем дома,6431.07,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-09 11:30:48,Смотрим дома,3431.53,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-09 12:10:51,Продукты питания,19881.83,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-09 12:20:11,Играем дома,4775.02,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-09 13:30:02,Кафе и рестораны,5893.97,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-09 17:25:16,Косметика и Парфюмерия,6209.91,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-09 18:10:20,Едим дома,8424.12,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-09 19:00:23,Кафе и рестораны,17135.47,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-09 21:40:51,Играем дома,3431.7,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-10 09:40:20,Играем дома,2973.81,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-10 11:30:01,Смотрим дома,5673.66,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-10 12:40:49,Смотрим дома,3122.15,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-10 19:00:45,Кафе и рестораны,11069.81,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-10 20:30:11,Кино,6299.82,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-11 12:10:07,Продукты питания,15565.65,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-11 19:00:02,Кафе и рестораны,16936.67,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-12 09:15:45,Такси,4787.17,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-12 11:50:53,Такси,3933.41,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-12 12:10:01,Продукты питания,18844.69,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-12 15:50:11,Такси,6192.21,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-12 21:10:44,Смотрим дома,6439.26,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-13 09:15:52,Такси,5457.52,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-13 09:30:06,Смотрим дома,3807.1,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-13 10:30:55,Играем дома,5342.53,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-13 12:10:25,Продукты питания,15614.43,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-13 13:40:57,Едим дома,5074.25,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-13 17:25:21,Косметика и Парфюмерия,11619.47,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-14 13:00:45,Кафе и рестораны,5714.03,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-14 17:25:40,Косметика и Парфюмерия,27225.27,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-14 19:00:50,Кафе и рестораны,18654.38,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-14 20:20:25,Играем дома,9936.5,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-15 09:15:25,Такси,2428.77,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-15 10:00:31,Кафе и рестораны,5307.99,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-15 12:10:43,Продукты питания,33404.25,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-15 19:20:40,Играем дома,5560.4,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-16 09:20:48,Кафе и рестораны,4700.61,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-16 09:30:18,Такси,4369.47,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-16 16:30:52,Кафе и рестораны,5568.05,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-16 17:25:58,Косметика и Парфюмерия,44533.09,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-16 18:00:00,Кино,3390.5,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-16 18:10:07,Кафе и рестораны,3733.1,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-16 19:00:41,Кафе и рестораны,14888.92,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-16 20:00:39,Кино,4190.16,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-17 12:10:17,Продукты питания,11628.92,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-17 14:40:25,Едим дома,9587.09,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-17 15:50:21,Такси,5140.44,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-17 17:25:18,Косметика и Парфюмерия,41771.46,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-17 17:30:06,Кафе и рестораны,5132.48,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-18 09:00:42,Играем дома,7271.67,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-18 09:15:30,Такси,4307.59,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-18 12:10:08,Продукты питания,18745.33,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-18 12:10:32,Едим дома,5150.42,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-18 13:20:09,Едим дома,4192.45,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-18 14:30:52,Смотрим дома,4963.99,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-19 12:10:26,Продукты питания,20938.47,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-19 19:00:55,Играем дома,6980.87,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-20 09:15:45,Такси,4726.22,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-20 12:10:59,Продукты питания,18180.13,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-20 15:10:32,Такси,5268.43,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-20 16:20:17,Смотрим дома,4973.27,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-21 09:15:20,Такси,3933.14,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-21 13:40:03,Едим дома,4186.98,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-22 09:15:29,Такси,1904.48,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-22 12:10:58,Продукты питания,10842.58,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-22 17:25:34,Косметика и Парфюмерия,39402.33,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-22 17:40:37,Едим дома,2968.89,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-23 09:15:25,Такси,5393.75,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-23 12:10:16,Продукты питания,17091.83,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-23 12:20:59,Кафе и рестораны,5486.84,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-23 19:00:10,Кафе и рестораны,6133.97,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-23 21:10:06,Едим дома,5595.76,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-24 09:10:32,Смотрим дома,4949.75,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-24 12:10:46,Продукты питания,21534.95,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-25 12:10:49,Продукты питания,21773.22,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-25 17:25:29,Косметика и Парфюмерия,18090.45,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-27 12:10:31,Продукты питания,27987.88,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-27 19:00:59,Кафе и рестораны,13993.96,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-28 10:00:38,Кино,8612.82,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-28 11:40:07,Кино,4890.35,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-28 12:10:07,Продукты питания,27911.8,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-28 18:50:18,Играем дома,7718.81,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-28 20:30:33,Такси,4971.95,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-06-30 19:00:34,Кафе и рестораны,10555.2,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-01 09:15:45,Такси,2759.02,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-01 12:00:15,Смотрим дома,4719.37,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-01 18:30:35,АЗС,19005.54,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-01 18:50:56,Кино,3258.53,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-02 12:10:34,Продукты питания,32734.05,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-02 14:10:02,Смотрим дома,4524.6,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-04 09:50:38,Кино,6966.04,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-04 16:40:23,Смотрим дома,6865.88,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-04 18:50:47,Играем дома,6282.86,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-04 19:00:55,Кафе и рестораны,5922.26,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-05 12:10:40,Продукты питания,15145.54,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-05 13:30:58,Играем дома,5939.58,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-05 19:00:46,Кафе и рестораны,14725.75,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-06 17:25:06,Косметика и Парфюмерия,25682.49,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-06 18:40:49,Играем дома,5067.22,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-06 18:50:39,Кино,7513.21,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-06 19:00:14,Кафе и рестораны,8799.14,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-07 09:15:07,Такси,2396.07,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-07 10:20:35,Едим дома,7498.43,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-07 12:10:33,Продукты питания,27611.41,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-07 19:20:46,Такси,5559.37,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-07 20:40:00,Кафе и рестораны,5146.64,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-07 21:20:49,Едим дома,7193.33,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-10 09:00:38,Играем дома,5223.79,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-10 09:15:20,Такси,6363.04,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-10 12:10:18,Продукты питания,20851.28,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-10 17:25:09,Косметика и Парфюмерия,57886.66,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-10 21:00:31,Едим дома,4897.45,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-10 21:40:56,Смотрим дома,4687.49,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-11 12:10:41,Продукты питания,11306.48,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-11 18:30:22,АЗС,16109.54,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-11 19:00:33,Кафе и рестораны,4785.9,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-12 09:15:30,Такси,2579.98,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-12 12:10:56,Продукты питания,17640.03,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-12 17:25:12,Косметика и Парфюмерия,62213.46,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-12 19:00:19,Кафе и рестораны,15654.11,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-12 21:40:30,Кино,5176.98,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-13 09:10:43,Едим дома,2680.46,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-13 09:40:06,Едим дома,5966.1,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-13 10:40:15,Смотрим дома,7255.14,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-13 18:30:01,АЗС,13686.78,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-13 19:00:16,Кафе и рестораны,15322.38,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-15 11:10:01,Кафе и рестораны,6728.66,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-15 12:10:13,Продукты питания,7952.02,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-15 16:10:11,Такси,4259.83,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-15 18:30:08,АЗС,20106.2,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-15 19:10:28,Едим дома,3627.01,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-16 11:30:53,Играем дома,4554.13,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-16 12:10:27,Продукты питания,14169.36,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-16 12:20:33,Едим дома,7011.83,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-16 17:25:44,Косметика и Парфюмерия,19524.37,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-16 19:00:15,Такси,6701.15,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-18 09:40:21,Едим дома,4677.07,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-18 12:10:37,Продукты питания,23339.55,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-18 19:10:13,Такси,3978.31,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-18 19:20:24,Такси,3624.75,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-20 12:10:52,Продукты питания,32654.19,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-20 15:00:51,Едим дома,4006.64,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-20 18:30:35,АЗС,16727.73,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-20 21:30:36,Такси,8497.41,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-20 21:50:29,Такси,4383.2,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-21 17:25:44,Косметика и Парфюмерия,10760.21,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-21 18:50:11,Едим дома,3920.53,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-22 09:15:48,Такси,4674.67,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-22 12:10:58,Продукты питания,19520.61,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-22 12:30:59,Смотрим дома,4026.06,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-22 12:50:21,Играем дома,9609.81,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-22 15:30:11,Смотрим дома,3885.18,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-22 17:25:23,Косметика и Парфюмерия,12524.39,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-22 19:00:23,Кафе и рестораны,6009.97,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-23 17:25:46,Косметика и Парфюмерия,53234.51,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-23 19:20:25,Кино,7677.89,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-24 09:40:03,Кафе и рестораны,4404.73,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-24 11:00:35,Такси,5579.17,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-24 19:00:30,Кафе и рестораны,6864.82,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-24 21:50:02,Такси,6822.66,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-25 17:25:15,Косметика и Парфюмерия,17828.76,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-25 18:30:06,Едим дома,4855.77,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-25 18:50:25,Кино,1812.89,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-25 19:40:28,Смотрим дома,5583.89,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-26 17:25:36,Косметика и Парфюмерия,63859.66,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-26 18:30:34,АЗС,19725.73,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-26 18:50:11,Кафе и рестораны,4025.45,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-26 19:00:47,Кафе и рестораны,4826.18,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-27 11:00:40,Такси,7603.43,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-27 12:00:07,Играем дома,7214.37,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-27 17:50:53,Такси,3037.51,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-27 19:00:43,Кафе и рестораны,20761.49,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-28 12:10:06,Продукты питания,14018.76,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-29 10:40:30,Такси,3962.43,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-29 12:10:41,Продукты питания,7855.45,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-29 13:40:42,Смотрим дома,6092.47,KZT
8,Мадина,Премиальная карта,зп,Астана,2025-07-29 14:00:31,Такси,4977.55,KZT
